Cohorte,S_Etica_Profesional,S_Responsabilidad_Soc,S_Gestion_Proyectos,S_Aprendizaje_Dig,S_Comunicacion_ESP,S_Comunicacion_ING,S_Liderazgo_Equipo,P_Gestion_Proyectos,P_Etica_Profesional,P_Responsabilidad_Soc,P_Aprendizaje_Dig,P_Comunicacion_ESP,P_Comunicacion_ING,P_Liderazgo_Equipo,Carrera_Raw,Trabaja_Status,Antiguedad_Raw,Texto_Relevantes_6_1,T,Evento,ID_Encuestado
Julio,6.0,3.0,5.0,6.0,3.0,3.0,4.5,1.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) TELECOMUNICACIONES,Si,Entre 6 meses y 1 año,"Ofimática, Programación, Telemática, Inglés, Sistemas Embebidos, Fundamentos de Seguridad Telefonía IP, Diseño de Proyectos, Introducción al Diseño de Redes, Prácticas Laborales",0,1,Julio_100
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) TELECOMUNICACIONES,Si,Menos de 6 meses,"Telematica, Microondas,Telefonía IP",3,1,Julio_101
Julio,5.0,4.0,4.0,5.0,5.0,5.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ECONOMÍA,No,,"Econometria, finanzas, macroecomia",7,0,Julio_102
Julio,5.0,4.0,3.0,3.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,"Gestión de residuos, diseño de plantas, contaminación del suelo, ecología, calidad del agua",7,0,Julio_103
Julio,5.0,5.0,6.0,5.0,5.0,5.0,5.5,1.0,0.0,0.0,0.0,0.0,0.0,0.5,(RRA20) DESARROLLO DE SOFTWARE,Si,Entre 6 meses y 1 año,programación,0,1,Julio_104
Julio,4.0,3.0,3.0,3.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"Balance de Energía, Fenómenos de Transporte (Calor, Masa y Fluidos), Modelado y Control Automático",7,0,Julio_105
Julio,6.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,1.0,0.0,0.0,1.0,1.0,0.5,(RRA20) AGROINDUSTRIA,Si,Entre 6 meses y 1 año,Tecnología de Alimentos,0,1,Julio_106
Julio,2.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,Si,Menos de 6 meses,"Programación, IoT, Sistemas Embebidos, Aplicaciones web y moviles, Bases de datos, Minería de datos",3,1,Julio_107
Julio,6.0,5.0,4.0,5.0,4.0,4.0,6.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,(RRA20) INGENIERÍA AMBIENTAL,Si,Menos de 6 meses,"Gestión de residuos sólidos municipales, Gestión de Residuos peligrosos, balance de masa, seguridad y salud ocupacional",3,1,Julio_108
Julio,5.0,4.0,3.0,4.0,3.0,3.0,4.5,0.0,1.0,0.0,1.0,0.0,0.0,1.0,(RRA20) ELECTROMECÁNICA,Si,Menos de 6 meses,"Sistemas de control y hmi, control electromecánico, instrumentación",3,1,Julio_109
Julio,5.0,4.0,5.0,5.0,2.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Machine learning, programación orientada a objetos",7,0,Julio_110
Julio,2.0,1.0,3.0,2.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,"Mecánica Clásica I, Mecánica Clásica II, Mecánica Cuántica, Complementos de Mecánica Cuántica, Programación Científica",7,0,Julio_111
Julio,3.0,2.0,2.0,3.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Menos de 6 meses,"Diseño de Trabajo y Layout, Cadena de Suministro, Gestión de Sistemas Productivos",3,1,Julio_112
Julio,5.0,4.0,5.0,5.0,4.0,4.0,4.5,1.0,1.0,0.0,1.0,0.0,0.0,0.5,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Hormigon, Aceros",3,1,Julio_113
Julio,2.0,2.0,3.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,No,,"Seguridad, programación,  estadística",7,0,Julio_114
Julio,3.0,4.0,5.0,6.0,4.0,4.0,3.5,1.0,0.0,1.0,1.0,1.0,1.0,0.0,(RRA20) TELECOMUNICACIONES,Si,Entre 1 y 2 años,"Sistemas celulares, sistemas inalámbricos, fundamentos de seguridad, LAN, WAN",0,1,Julio_115
Julio,6.0,5.0,6.0,5.0,4.0,4.0,5.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,(RRA20) REDES Y TELECOMUNICACIONES,Si,Menos de 6 meses,"Redes, comunicaciones ópticas",3,1,Julio_116
Julio,6.0,5.0,5.0,6.0,5.0,5.0,6.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,(RRA20) ECONOMÍA,Si,Menos de 6 meses,"Econometría, Macroeconomía, Microeconomía, Finanzas.",3,1,Julio_117
Julio,4.0,4.0,4.0,6.0,4.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) ECONOMÍA,Si,Entre 6 meses y 1 año,"Econometría, Microeconomía, Macroeconomía",0,1,Julio_118
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Mecánica de materiales, Dinámica, Vibraciones, Transferencia de Calor",7,0,Julio_119
Julio,5.0,5.0,3.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ECONOMÍA,No,,"Estadística, Econometria, finanzas, política económica, micro y macroeconómia",7,0,Julio_120
Julio,6.0,6.0,6.0,6.0,6.0,6.0,6.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) ECONOMÍA,Si,Menos de 6 meses,"Econometria, Macroeconomía, Finanzas, Estadistica",3,1,Julio_121
Julio,4.0,4.0,4.0,5.0,4.0,4.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) REDES Y TELECOMUNICACIONES,No,,Comunicaciones inalámbricas,7,0,Julio_122
Julio,2.0,1.0,2.0,1.0,1.0,1.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,No,,programacion y buisnes,7,0,Julio_123
Julio,5.0,5.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Construcciones Civiles, Fiscalización, Costos en la Construcción, Estructuras, Alcantarillado Urbano, Hidráulica Aplicada, Agua Potable, Diseño de Vías y Pavimentos, Mecánica de Suelos y Cimentaciones, Hormigón.",7,0,Julio_124
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,"Mecánica Lagrangiana y Hamiltoniana, Electrodinámica, Mecánica Cuántica.",7,0,Julio_125
Julio,6.0,6.0,4.0,6.0,5.0,5.0,5.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) ELECTRICIDAD,Si,Menos de 6 meses,"Sistemas eléctricos de distribución, calidad energética, modelación de sistemas de potencia, Estudios de Estado Estacionario, Estabilidad, Confiabilidad, control industrial",3,1,Julio_126
Julio,4.0,3.0,4.0,4.0,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTROMECÁNICA,No,,Física,7,0,Julio_127
Julio,5.0,5.0,4.0,5.0,4.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Construcciones civiles, costos de la construcción, fiscalización, diseño de proyectos estructurales, diseño de proyectos hidráulicos",3,1,Julio_128
Julio,5.0,5.0,5.0,6.0,5.0,5.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) ECONOMÍA,Si,Menos de 6 meses,"Econometria, Macroeconomía, Microeconomía, Programación",3,1,Julio_129
Julio,4.0,4.0,4.0,4.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"Balance de masa, balance de energía, química analítica, química general, química industrial",7,0,Julio_130
Julio,6.0,6.0,5.0,6.0,5.0,5.0,6.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,(RRA20) REDES Y TELECOMUNICACIONES,Si,Menos de 6 meses,Intranet,3,1,Julio_131
Julio,5.0,5.0,4.0,5.0,3.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ADMINISTRACIÓN DE EMPRESAS,Si,Más de 2 años,Gestión de Proyectos,3,1,Julio_132
Julio,5.0,1.0,4.0,5.0,2.0,2.0,3.5,1.0,1.0,0.0,1.0,1.0,1.0,1.0,(RRA20) ADMINISTRACIÓN DE EMPRESAS,Si,Más de 2 años,Procesos,3,1,Julio_133
Julio,6.0,4.0,6.0,3.0,5.0,5.0,6.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,(RRA20) ADMINISTRACIÓN DE EMPRESAS,Si,Más de 2 años,Gestión de proyectos,3,1,Julio_134
Julio,6.0,6.0,4.0,6.0,4.0,4.0,4.5,0.0,1.0,1.0,1.0,0.0,0.0,0.5,(RRA20) COMPUTACIÓN,Si,Más de 2 años,"REDES, SISTEMAS OPERATIVOS, AUDITORIA INFORMATICA",3,1,Julio_135
Julio,5.0,5.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Costos, Fiscalización, Proyectos estructurales, Aplicaciones computacionales",3,1,Julio_136
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.5,(RRA20) TELECOMUNICACIONES,Si,Menos de 6 meses,Ti,3,1,Julio_137
Julio,3.0,3.0,3.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) TELECOMUNICACIONES,No,,Antenas,7,0,Julio_138
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MATEMÁTICA,No,,"Análisis en Espacios de Banach y de Hilbert, Teoría de Operadores Acotados (y No Acotados), Ecuaciones Diferenciales Parciales Elípticas, Topología, Introducción a la Teoría de Distribuciones.",7,0,Julio_139
Julio,4.0,5.0,4.0,5.0,4.0,4.0,4.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,(RRA20) TELECOMUNICACIONES,Si,Entre 1 y 2 años,"Sistemas Celulares, Redes ópticas",0,1,Julio_140
Julio,2.0,2.0,3.0,2.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,Termodinámica,7,0,Julio_141
Julio,4.0,4.0,4.0,5.0,2.0,2.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Diseño de proyectos estructurales, Estructuras de Acero, Costos en la construcción, Construcciones civiles, planificación y control de obra, Mecánica de suelos y cimentaciones y todas las anteriores a estas.",7,0,Julio_142
Julio,5.0,4.0,4.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,"Evaluación de impacto ambiental, ordenamiento territorial, sig, tratamiento de agua, gestión de residuos sólidos y peligrosos",7,0,Julio_143
Julio,4.0,3.0,3.0,3.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,"Gestión de residuos, depuración, legislación ambiental, ecotoxicología",7,0,Julio_144
Julio,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,Si,Menos de 6 meses,"Programación Avanzada, Redes e Intranets, Aplicaciones Web y moviles, Hacking Ético, Bases de datos,",3,1,Julio_145
Julio,4.0,4.0,4.0,4.0,3.0,3.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) TELECOMUNICACIONES,No,,Celulares,7,0,Julio_146
Julio,5.0,5.0,5.0,5.0,4.0,4.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,No,,"Automatización PLCs, Instrumentación Industrial, Redes Industriales, Robotica",7,0,Julio_147
Julio,3.0,3.0,2.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA AMBIENTAL,No,,"CALIDAD DEL AGUA, SISTEMAS DE INFORMACIÓN GEOGRÁFICA, AGUA POTABLE Y ALCANTARILLADO, LEGISLACIÓN AMBIENTAL, DEPURACIÓN Y LABORATORIO, SEGURIDAD Y SALUD OCUPACIONAL",7,0,Julio_148
Julio,6.0,5.0,4.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,(RRA20) ECONOMÍA,Si,Menos de 6 meses,"Econometría I,II y Aplicada, Microeconomía I y II, Macroeconomía I y II, Teoría de juegos, Muestreo, Análisis multivariante, Teoría monetaria, Fiananzas,  Ingeniería Financiera,  Probabilidad y  Estadística, Cálculo Integral,  Cálculo en varias  variables,  Investigación  Operativa",3,1,Julio_149
Julio,1.0,1.0,4.0,5.0,4.0,4.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,"Introducción a la teoría de campos, Física de materiales, Introducción a los sistemas complejos, Mecánica Cuántica.",7,0,Julio_150
Julio,6.0,3.0,4.0,6.0,5.0,5.0,6.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,(RRA20) COMPUTACIÓN,Si,Entre 1 y 2 años,"Estadística, programación, business intelligence, redes, fundamentos de matemáticas,",0,1,Julio_151
Julio,6.0,5.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) ECONOMÍA,Si,Entre 6 meses y 1 año,"Estadistica, Macroeconomía, Política económica, Teoría monetaria, Finanzas",0,1,Julio_152
Julio,4.0,3.0,2.0,5.0,4.0,4.0,2.5,0.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) TELECOMUNICACIONES,Si,Entre 6 meses y 1 año,"Telemática básica, telemática avanzada, programación avanzada y fundamentos de la seguridad.",0,1,Julio_153
Julio,5.0,4.0,4.0,4.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"Mecánica de fluidos, Balance de energía, Programación",7,0,Julio_154
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) DESARROLLO DE SOFTWARE,No,,"Programacion,analisis de datos ,calculo",7,0,Julio_155
Julio,6.0,6.0,6.0,6.0,5.0,5.0,6.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,(RRA20) DESARROLLO DE SOFTWARE,Si,Entre 6 meses y 1 año,Desarrollo de Software,0,1,Julio_156
Julio,5.0,6.0,3.0,5.0,1.0,1.0,2.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Costos, Fiscalización, Diseño de Proyectos Hidráulicos, Resistencia de Materiales, Hormigón, Losas, Diseño de Proyectos Estructurales, Financiera",3,1,Julio_157
Julio,6.0,5.0,6.0,6.0,6.0,6.0,5.5,1.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) DESARROLLO DE SOFTWARE,Si,Menos de 6 meses,"FUNDAMENTOS DE INTELIGENCIA ARTIFICIAL, DESARROLLO DE APLICACIONES WEB, TECNOLOGÍAS DE SEGURIDAD",3,1,Julio_158
Julio,4.0,3.0,4.0,4.0,4.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,No,,"Control Industrial, Automatización utilizando PLCs, Control Automático, Redes Industriales",7,0,Julio_159
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"QUIMICA INDUSTRIAL, QUIMICA ANALITICA, ANALISIS INSTRUMENTAL,  SEGURIDAD INDUSTRIAL Y SALUD OCUPACIONAL, MECANICA DE FLUIDOS I UNIDAD PROFESIONAL 1 25,63,00 A A  47 2022-AIQMD533TRANSFERENCIA DE CALO, TRANSFERENCIA DE MASA Y CALOR, FISICOQUÍMICA, OPERACIONES UNITARIAS, GESTION DE PROCESOS Y CALIDAD",7,0,Julio_160
Julio,4.0,5.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGUA Y SANEAMIENTO AMBIENTAL,No,,"Muestreo, Química, Proyecto hidráulicos, Hidráulica, Alcantarillado, Abastecimiento y distribución del agua, Tratamiento de aguas residuales",7,0,Julio_161
Julio,6.0,4.0,5.0,6.0,5.0,5.0,5.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,Si,Menos de 6 meses,FORMULACION Y EVALUACION DE PROYECTOS E INSTRUMENTACION INDUSTRIAL,3,1,Julio_162
Julio,4.0,5.0,3.0,6.0,4.0,4.0,3.0,0.0,0.0,1.0,1.0,0.0,0.0,0.5,INGENIERIA EN CIENCIAS ECONOMICAS Y FINANCIERAS,Si,Entre 6 meses y 1 año,Econometria,0,1,Julio_163
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,Si,Más de 2 años,"Ingeniería de software, Estadistica, Inteligencia Artificial, Aplicaciones Web, Aplicaciones Móviles",3,1,Julio_164
Julio,4.0,5.0,3.0,6.0,4.0,4.0,3.5,0.0,1.0,1.0,1.0,1.0,1.0,0.0,(RRA20) TECNOLOGÍAS DE LA INFORMACIÓN,Si,Entre 1 y 2 años,"Redes de Área Extendida, Aplicaciones Web y Móviles, Hacking Ético",0,1,Julio_165
Julio,4.0,4.0,4.0,5.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) AGROINDUSTRIA,No,,"Aseguramiento de la calidad, ingeniería en alimentos, microbiología, agrocomercio, diseño de plantas, análisis instrumental y de alimentos",7,0,Julio_166
Julio,5.0,4.0,2.0,4.0,5.0,5.0,4.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,(RRA20) SOFTWARE,Si,Entre 6 meses y 1 año,"Cálculo en una Variable, Probabilidad y Estadística, Programación 1, Programación 2, Fundamentos de bases de datos,  Ingeniería de Software, Diseño de software, Metodologías Ágiles,  Verificación y Validación de Software, Calidad de Software",0,1,Julio_167
Julio,5.0,4.0,5.0,5.0,4.0,4.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"Balance de masa, balance de energía",7,0,Julio_168
Julio,4.0,3.0,2.0,4.0,2.0,2.0,2.5,0.0,1.0,0.0,1.0,1.0,1.0,0.0,(RRA20) ECONOMÍA,Si,Entre 6 meses y 1 año,"Estadistica,Econometria, Macroeconomia, Programacion",0,1,Julio_169
Julio,5.0,4.0,4.0,6.0,3.0,3.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Menos de 6 meses,"Estadística para la mejora de la calidad, Gestión de procesos y calidad, Programación de la producción, Evaluación integrada de la producción",3,1,Julio_170
Julio,4.0,3.0,3.0,6.0,4.0,4.0,4.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,(RRA20) COMPUTACIÓN,Si,Menos de 6 meses,Inteligente artificial; matching learning,3,1,Julio_171
Julio,3.0,4.0,3.0,4.0,3.0,3.0,3.5,0.0,0.0,1.0,1.0,0.0,0.0,0.5,(RRA20) SOFTWARE,Si,Entre 6 meses y 1 año,Aplicaciones web y móviles,0,1,Julio_172
Julio,4.0,3.0,2.0,5.0,2.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,"Programacion, sistemas complejos",7,0,Julio_173
Julio,5.0,3.0,3.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,"Diseño de proyectos estructurales, diseño de proyectos hidráulicos, fiscalización en la construcción, costos en la construcción, topografía",3,1,Julio_174
Julio,5.0,6.0,6.0,6.0,5.0,5.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.5,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,Si,Menos de 6 meses,GESTION POR PROCESOS,3,1,Julio_175
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,No,,"Suelos, hidráulicos",7,0,Julio_176
Julio,4.0,2.0,3.0,6.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,(RRA20) SOFTWARE,Si,Menos de 6 meses,Inteligencia artificial y aprendizaje autónomo ; Desarrollo web; Bases de datos,3,1,Julio_177
Julio,4.0,4.0,4.0,4.0,2.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,No,,"Programación, Tecnologías de la Seguridad, Cloud Computing",7,0,Julio_178
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,(RRA20) DESARROLLO DE SOFTWARE,Si,Menos de 6 meses,"Programación, bases de datos",3,1,Julio_179
Julio,1.0,1.0,3.0,5.0,1.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,"Todas las materias tienen un enfoque obsoleto, enfocado en el siglo pasado. Los itinerarios son los únicos interesantes pero deberían ampliarse",7,0,Julio_180
Julio,5.0,5.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA QUÍMICA,No,,"Gestión de procesos de calidad, Ingeniería financiera, Modelado y control automático y Mecánica de fluidos,.",7,0,Julio_181
Julio,4.0,3.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,No,,"Electrónica de Potencia, Sistemas de Control automático, PLCs, Sistemas SCADA",7,0,Julio_182
Julio,4.0,5.0,5.0,5.0,4.0,4.0,4.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,(RRA20) COMPUTACIÓN,Si,Entre 6 meses y 1 año,"Redes de computadoras, seguridad informática",0,1,Julio_183
Julio,4.0,4.0,4.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) MECÁNICA,No,,"Transferencia de calor, energías renovables, métodos numéricos, termodinámica",7,0,Julio_184
Julio,5.0,5.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,No,,Gestión de sistemas productivos,7,0,Julio_185
Julio,5.0,4.0,4.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,Si,Menos de 6 meses,"Calidad de energía eléctrica, dinámica de máquinas eléctricas, distribución de redes eléctricas, alto voltaje, máquinas eléctricas, estabilidad de sistemas eléctricos de potencia, estudio en estado estacionario de Sep, protecciones eléctricas",3,1,Julio_186
Julio,4.0,4.0,2.0,5.0,2.0,2.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA CIVIL,Si,Menos de 6 meses,Estructuras,3,1,Julio_187
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRICIDAD,Si,Entre 1 y 2 años,Energías Renovables,0,1,Julio_188
Julio,6.0,5.0,6.0,6.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,(RRA20) ECONOMÍA,Si,Entre 6 meses y 1 año,"Estadística, muestreo, econometria 1, econometria 2, econometria aplicada, riesgos financieros, instrumentos y derivados, teoría de juegos, operativa, gestión organizacional, gestión de procesos,",0,1,Julio_189
Julio,3.0,2.0,2.0,5.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,"Física experimental, Física de materiales, Programación científica, Mecánica Estadística",7,0,Julio_190
Julio,3.0,5.0,3.0,5.0,2.0,2.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) PETRÓLEOS,No,,Yacimientos 2 y simulación,7,0,Julio_191
Julio,5.0,5.0,3.0,6.0,3.0,3.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,(RRA20) MECÁNICA,Si,Menos de 6 meses,Mantenimiento. Energías renovables. Diseño.,3,1,Julio_192
Julio,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) FÍSICA,No,,Electrodinámica,7,0,Julio_193
Julio,3.0,2.0,4.0,5.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,No,,"Instrumentación industrial, sistemas embebidos",7,0,Julio_194
Julio,5.0,5.0,5.0,5.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) ELECTRÓNICA Y AUTOMATIZACIÓN,No,,"Electrónica de potencia, conversores estáticos, control industrial, plcs, redes industriales, sistemas scada, máquinas eléctricas.",7,0,Julio_195
Julio,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) SOFTWARE,No,,"Aplicaciones Web, Interacción Humano Computador, Construcción del Software, Programación I, Programación II, Desarollo de Software Seguro.",7,0,Julio_196
Julio,4.0,4.0,3.0,3.0,3.0,3.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) PETRÓLEOS,No,,Termodinámica,7,0,Julio_197
Julio,4.0,4.0,4.0,4.0,3.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,(RRA20) INGENIERÍA DE LA PRODUCCIÓN,No,,Últimos semestres,7,0,Julio_198
Julio,4.0,3.0,3.0,5.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,FISICA,No,,"Física nuclear y de partículas, estado sólido, Física de materiales, física computacional, mecánica cuántica",7,0,Julio_199
Julio,5.0,3.0,5.0,5.0,4.0,4.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,0.5,(RRA20) SOFTWARE,Si,Entre 6 meses y 1 año,Estructuras de datos y algoritmls,0,1,Julio_200
